mean_squared_error,val_mean_squared_error
0.03930591123633915,0.031685762301087377
0.02611165308124489,0.022909051939845083
0.022817689412169988,0.020824978157877923
0.021015899772445362,0.021059307530522348
0.019530211943719122,0.018127556055784224
0.018308728865451283,0.01886289978027344
0.017255014629827606,0.017787246838212013
0.016513320316871007,0.017688847556710244
0.01590131004154682,0.018430032923817636
0.015437317985627386,0.017139387369155885
0.015024008949597677,0.015283091701567173
0.014632915443844265,0.014799010179936886
0.014283253479335043,0.013664551079273224
0.013967105046742492,0.013450286194682122
0.013694052615099483,0.013561378076672554
0.013478794934021102,0.01402979901432991
0.013260942331618734,0.012995391391217708
0.013066616706550122,0.013658812798559666
0.012903028284509977,0.01320467585325241
0.012739606709116036,0.013321733683347702
0.012586878215273222,0.01388533727824688
0.012442268258167638,0.013129595451056957
0.012293285506467024,0.01216093398630619
0.012180965747270319,0.012138033270835876
0.012085831838349501,0.012597291238605975
0.012003995653655794,0.012373099759221077
0.011926468423671193,0.012055364713072777
0.011822450700733397,0.012608143053948879
0.011746095900734266,0.012338265344500542
0.011693507320351071,0.012891940981149673
0.011623823537594741,0.012318937726318837
0.011571049402985308,0.012359085224568843
0.011501305547853311,0.011916470743715763
0.011459187874363529,0.012162531338632107
0.011400970939132902,0.011601762160658837
0.011355023242533208,0.012215297311544419
0.011328156274225976,0.011454217225313187
0.011269548408687114,0.011528896011412144
0.011228099182248116,0.012062283210456371
0.011188687447044585,0.011561875678598881
0.011140335401727094,0.011173859536647797
0.011117019716236326,0.011942777507007122
0.01107196420017216,0.011558357335627078
0.011042839585079086,0.01136871300637722
0.011002474245097902,0.011546305000782013
0.010967254103885757,0.01148782367259264
0.010942282157639663,0.012262254521250725
0.010912710029217933,0.011623168170452117
0.010880222698880566,0.01159658958762884
0.01085951286719905,0.011263869471848011
0.010832440364691946,0.011111993715167046
0.010794938440124194,0.011806923963129521
0.010775525503688389,0.011347849883139133
0.010738768071764045,0.011789742536842823
0.01071333327392737,0.011077054873108864
0.010685135532584456,0.011362765975296497
0.01066184831990136,0.011353858701884746
0.010637910100320974,0.011757055468857289
0.010604102186030811,0.011074630536139012
0.010579056581689252,0.011028171874582767
0.010564545120629999,0.012018579885363579
0.01053899115572373,0.011260858282446861
0.010519862764411502,0.01112392856180668
0.010491055688096418,0.011309123814105988
0.010468664416008525,0.011146597675979137
0.010460796587997012,0.011032569468021393
0.010426335036754608,0.01113728704303503
0.010416202527781327,0.011423756897449493
0.01038983894387881,0.010863881520926953
0.01038018248230219,0.01124378778040409
0.010359679975443415,0.011036288000643253
0.01034439350085126,0.010925431564450264
0.010320232845014996,0.010892176657915115
0.010305321584145228,0.011099891178309918
0.010309879178802172,0.010877797223627568
0.01027600186649296,0.01135897246003151
0.0102615770879719,0.010945373207330704
0.010254931135310067,0.011073597133159637
0.010230655190017488,0.011744203247129917
0.01022299442688624,0.010993677712976933
0.010207057664791743,0.010843011729419231
0.010197127867076132,0.010650747679173947
0.010180018661750688,0.010732562713325023
0.010162484960423575,0.010769176162779332
0.010157891704804368,0.011488471940159797
0.010137464775807327,0.011126631282269955
0.010135501001444128,0.010609400540590286
0.01011739844414923,0.01082555130124092
0.010115032019714514,0.011198418378829957
0.010086416131920285,0.010828256197273732
0.010089824828836653,0.010708243101835251
0.010070972201724848,0.010879112504422665
0.010053723615076806,0.010831957273185254
0.010059626401298576,0.010949183039367198
0.010037434875965118,0.010604885123670102
0.010031524391637908,0.010702036306262016
0.010019965292678939,0.011117220170795918
0.01001226999776231,0.010996495231986045
0.009988674591812822,0.010738804168999196
0.009976920778552691,0.01101315326988697
0.00998117413951291,0.010741529271006585
0.009958931266433662,0.010829423211514949
0.0099607536163595,0.01073732166737318
0.009940081629488203,0.011222416400909424
0.009931559215817187,0.010980660498142242
0.009916521592272652,0.010856177799403668
0.009916170126861997,0.011395248331129551
0.009891882316105896,0.011298396833240985
0.009892405963606304,0.011022208079695702
0.009876577601664596,0.010963324286043644
0.009881825149887138,0.011034102290868758
0.009862023596962293,0.0106396239772439
0.009850604858663348,0.010941948026418687
0.009846399559742874,0.01080931519716978
0.00983905142131779,0.010844291642308235
