mean_squared_error,val_mean_squared_error
0.009822074169086085,0.010832574851810932
0.009818228212495644,0.01059859762340784
0.009811036199331283,0.010726599790155887
0.009803643204271793,0.010730893865227699
0.009788913405603833,0.011584550008177758
0.009786077129344145,0.010851035878062248
0.009777887837754356,0.010719556517899036
0.009769532688789898,0.010732635699212551
0.009756753749317592,0.010796116404235364
0.009761337434252103,0.01061980214715004
0.009744364815453689,0.010873035289347173
0.00973206877708435,0.010506269194185734
0.009729421257144875,0.011126287780702114
0.009725618145532078,0.010815008617937565
0.009717078609599007,0.011231868453323841
0.009693588792449899,0.010976682424545288
0.00969244205703338,0.011007565528154373
0.009689209785726335,0.01067098318040371
0.009683970958822303,0.01061495015770197
0.009673023809989294,0.010627444885671139
0.009663695306413703,0.010548049911856651
0.009656137036780517,0.010900078363716603
0.009644287588695686,0.010901468887925148
0.009642486745284663,0.010750107653439044
0.00963817856543594,0.010402297750115395
0.009620575928025775,0.01104008325189352
0.009618506873647372,0.010972594231367112
0.009609566422800224,0.011338001184165478
0.009610673141148355,0.01088268295675516
0.00959071856406,0.010629579044878483
0.009587633807626035,0.010804578430950642
0.009579464106924004,0.010961525984108447
0.009569087845583756,0.010698712348937989
0.009565973468952708,0.010769843921065331
0.009555299422807164,0.01053228123486042
0.009551591334243615,0.010775354266166687
0.009545817699697283,0.01075089967250824
0.009537935002810425,0.010734077617526054
0.00953374792718225,0.010739033736288548
0.00952117383148935,0.010726861402392388
0.009514006501270666,0.010806357845664024
0.009503978211846616,0.01060543443262577
0.009505027525126934,0.010878990702331066
0.009488655051423444,0.010815350048243999
0.009484507380260361,0.010545566245913506
0.009482708564235104,0.010590339176356793
0.009459728698763582,0.010712355680763721
0.009458780671159427,0.010648731052875518
0.009455742095079687,0.010928586795926095
0.009441943434377511,0.010532270468771457
0.009440225636793507,0.010639236696064472
0.009430533697207769,0.01082940274477005
0.009428406202130847,0.010584730826318264
0.009408893468479316,0.01052888025343418
0.009406182963815,0.011045895390212536
0.009406506079766485,0.010918456092476846
0.00939135477360752,0.010488882422447205
0.009388377448750866,0.010664359457790852
0.009390424061980512,0.010789781585335731
0.009375984391404522,0.011189586073160172
0.009375898396803273,0.010660641521215439
0.009370473600924014,0.010719184882938862
0.009363548568553395,0.011185793101787567
0.009352344836625788,0.010867344237864018
0.009349989468852678,0.011363315850496292
0.00934506161759297,0.010685793310403823
0.009336073610517713,0.0106923044398427
0.009321404517524771,0.01073071252554655
0.009316567804250452,0.0105015267431736
0.009321735427611404,0.01092298138141632
0.009308650871945752,0.010502963989973068
0.009299971551530891,0.010793998159468174
0.009303242538538243,0.011391899436712266
0.009291492713822258,0.011018221125006675
0.00929454087300433,0.01075127050280571
0.00928495498912202,0.010923217609524727
0.0092737687892384,0.010563545867800712
0.009273519328071012,0.011085339784622193
0.009270245660510329,0.010724482223391533
0.009265795320272446,0.010718695342540741
0.0092608245321446,0.010878277890384197
0.009255709727605184,0.011089146934449673
0.00925148136417071,0.011009102806448937
0.009246621689034833,0.010466973513364793
0.009234227596057786,0.010804365485906601
