loss,val_loss
0.04159610004226367,0.0338915814012289
0.029366172961062854,0.025963260754942895
0.026466458958056237,0.025435230612754822
0.02486648553609848,0.02455048082768917
0.023449683474169838,0.021970547676086426
0.02216110721230507,0.022167058914899826
0.021054620214634473,0.021132270455360414
0.020297603045900663,0.02109057518839836
0.019657416474488047,0.021569352194666862
0.019186500660247272,0.020730652660131455
0.018768928092386988,0.018939228698611258
0.01835740155643887,0.018459620386362077
0.01799808355834749,0.01733160501718521
0.01766916514105267,0.01728877145051956
0.017399588055080836,0.017828658133745193
0.017191357910633087,0.017540862262248994
0.016978271981080373,0.0170206189006567
0.01679544557631016,0.017315173998475073
0.016639296938975652,0.01657778377830982
0.016490689681635962,0.0173250749707222
0.016352012630965973,0.017182100266218185
0.016221388843324448,0.016986451268196107
0.0160846219725079,0.016142376951873302
0.01597725287742085,0.015960903599858283
0.015892565639482603,0.01631335311383009
0.015813297740287252,0.01602381071448326
0.015745380888382593,0.01578279886394739
0.01565083455377155,0.016372506082057953
0.015583810903131962,0.015983625277876855
0.01553414288494322,0.01709790098667145
0.01547876868976487,0.016001617908477782
0.015431640411416689,0.01635319935530424
0.015368181672361161,0.01573712174594402
0.015334261188904444,0.016090118780732156
0.015277859644757377,0.015559180110692978
0.015231214981940057,0.016223627373576164
0.01521563104622894,0.015538308128714562
0.015166509846846263,0.015745358847081663
0.015126863127781285,0.01605945961177349
0.01510032546106312,0.015490825437009335
0.015046987157728937,0.015224362291395665
0.015030361279845238,0.015923050940036775
0.014991700059837765,0.015559429451823235
0.014964460406038497,0.01518591132760048
0.014931617649065124,0.015256746351718902
0.014897953814930386,0.015257860623300076
0.014875554069048828,0.01582469464093447
0.014850620153049629,0.015443498432636262
0.014820960515903103,0.015423710957169533
0.014808553299970098,0.01519141299277544
0.014783285909228856,0.015264834597706795
0.014750186873806848,0.015676096729934214
0.014740603683723343,0.015170319169759751
0.014702371329069137,0.01565549608319998
0.014679056384497218,0.014981019839644432
0.014656384612123171,0.015176714070141316
0.014641398113634851,0.015195922613143922
0.014618163723084662,0.015542383059859275
0.014594484859042698,0.015057604879140854
0.01457071467820141,0.015091669514775276
0.014567218417922656,0.01577264182269573
0.014534664668970639,0.015065039739012718
0.014520473173922962,0.015136920630931854
0.01449930996944507,0.015334259413182736
0.01447877045472463,0.015140368349850178
0.014471855637100009,0.015002516999840737
0.014445435464382171,0.01508047915995121
0.014435197094248401,0.015517493784427643
0.014409356369740433,0.014837881058454513
0.014403609860274526,0.015242717683315277
0.014383047236336603,0.014961457334458828
0.014368791850076782,0.01499971380084753
0.0143518794791566,0.01493673275411129
0.014339339488910304,0.015303328037261962
0.014354879001776377,0.014824986264109611
0.014311794941624005,0.015456132873892784
0.01430169859362973,0.014932500898838044
0.014299327109422949,0.015026507139205933
0.014273020587033695,0.015589632272720337
0.014269010076920191,0.015398871809244156
0.014251762668291727,0.014871560394763946
0.01424616482688321,0.014748936504125594
0.014230493312080702,0.014792829163372517
0.014215448076526324,0.014754925303161144
0.014209117429123985,0.015687456876039504
0.014196808980570899,0.015120228931307792
0.014191236260036627,0.014675836861133575
0.014179705166154438,0.014887164533138274
0.014174933758046892,0.015194753907620907
0.014146917258699735,0.01480722726136446
0.01415506179134051,0.014840874284505845
0.014134799843033155,0.01493387547135353
0.014120157935553128,0.014966998778283596
0.014128442274199592,0.01509488321095705
0.014103876584933863,0.014800588466227055
0.014100462857219907,0.014758434414863587
0.014089029527372784,0.015136925235390663
0.01408393339647187,0.015015019416809081
0.014061937891774708,0.01479735740274191
0.014049276618493927,0.015249126210808754
0.014053878248565728,0.01493898293375969
0.014032159899671872,0.014901942111551762
0.014035743632250361,0.014762655183672905
0.01402017932302422,0.015216443985700608
0.01400854564209779,0.014863988801836968
0.01399584645529588,0.014957078836858272
0.014004252819551363,0.015246555894613266
0.013977172505524424,0.015582233875989913
0.013981397204928928,0.015327495321631432
0.013965234941906398,0.014997188672423363
0.013969776786035962,0.014985183089971542
0.013955206925670306,0.01468786084651947
0.013938837601906723,0.014957096181809902
0.013936691022581525,0.014964224077761172
0.013933145128190518,0.014773631513118744
0.013919566685126887,0.014808371149003506
0.013912265047430991,0.01477150472253561
0.013906782750454214,0.014753131926059723
0.013906996955474218,0.014824521787464618
0.013891165145569378,0.015552133202552795
0.01388808540503184,0.014878386437892913
0.013880299086372058,0.015020231813192368
0.013875242681966887,0.014915301129221917
0.013862920093039672,0.014952755734324455
0.013868120502266618,0.014729057624936103
0.013850401689608893,0.01495923936367035
0.013843840796086523,0.014741633422672748
0.013837384564181168,0.014946389064192772
0.013838980621761745,0.014894836127758026
0.013829977214336396,0.015501083694398404
0.013805625726779302,0.015052318021655083
0.01380345835040013,0.015094611756503583
0.013803584136896663,0.014816816210746766
0.013798035019801723,0.014629747122526168
0.01378610401517815,0.014873186111450195
0.013786678199966748,0.01467120435833931
0.013780413784914547,0.014959617860615254
0.013763559423387051,0.015131934881210327
0.013763358715507719,0.0149035424888134
0.01376751973066065,0.014644992470741271
0.013752417272991604,0.015128140330314637
0.013748447282446756,0.015207544177770614
0.013742145010166698,0.01554528921842575
0.013741451361113124,0.014971808075904846
0.013723718317846457,0.014746031567454338
0.01371866055826346,0.014910575196146966
0.013713808056381014,0.014946536131203175
0.01370387621389495,0.014746739156544208
0.013703762552804416,0.014913031354546547
0.013693108204338285,0.014774642765522003
0.013696021594934993,0.015044076457619668
0.013683861104978455,0.014674688309431076
0.013679708454344007,0.014803471758961677
0.013684723198413849,0.014927714996039867
0.013665169971684614,0.014949855595827103
0.013663655446635352,0.01479992562532425
0.013655541458063655,0.01481379670649767
0.013653987584842577,0.014828182578086853
0.013642607908282015,0.014930363789200783
0.01363737325121959,0.014727449968457222
0.01363846623318063,0.014859672829508782
0.013617918427619669,0.01485963548719883
0.01361851156089041,0.014722073122859001
0.01361892052905427,0.014853797540068627
0.013604030850860808,0.014758374467492104
0.013605623696413304,0.014622258558869361
0.013597709605263339,0.014928546369075774
0.01359819255438116,0.0147884528785944
0.013581708939539062,0.014908229723572732
0.013570912660823928,0.01494616337865591
0.01357753412011597,0.014968679681420327
0.013567290192676915,0.01470593110471964
0.013561123485366504,0.014776545710861682
0.013563502069976596,0.014877178885042667
0.013555314362876944,0.015455730512738228
0.01355848118911187,0.014728404946625234
0.013549026019871235,0.014883870169520377
0.013545913313825925,0.015307993948459626
0.013535123328367869,0.015193363413214684
0.013536879137158394,0.015557894751429558
0.013531150582763884,0.015032564513385296
