epoch,D_atribute_loss_real,D_atribute_loss_fake,D_acc_real,D_acc_fake,G_loss
51.0,0.5706509351730347,0.33025920391082764,0.671875,1.0,3.2039554119110107
52.0,0.04547937214374542,0.7145070433616638,1.0,0.46875,3.857667922973633
53.0,0.16525577008724213,0.3037453889846802,0.96875,1.0,4.643157005310059
54.0,0.37503600120544434,0.530622124671936,0.8671875,0.984375,4.151141166687012
55.0,0.14453497529029846,0.29834645986557007,0.984375,1.0,5.128514289855957
56.0,0.4201242923736572,0.5431779026985168,0.828125,0.9375,4.581155776977539
57.0,0.15145736932754517,0.21469660103321075,0.9765625,1.0,5.0128302574157715
58.0,0.1767149269580841,0.34261777997016907,0.984375,1.0,5.183685302734375
59.0,0.22365118563175201,0.26164111495018005,0.953125,1.0,4.937062740325928
60.0,0.1273435354232788,0.32242435216903687,0.9921875,1.0,5.298707008361816
61.0,0.23879259824752808,0.28253355622291565,0.921875,1.0,5.076015472412109
62.0,0.1753820925951004,0.6384052038192749,0.9765625,0.65625,5.971588134765625
63.0,0.7649767994880676,0.6014542579650879,0.4609375,0.71875,3.138996124267578
64.0,0.03312998265028,0.6367921829223633,1.0,0.7109375,5.325521469116211
65.0,0.4595358371734619,0.2042883038520813,0.7734375,1.0,4.548165321350098
66.0,0.15106157958507538,0.43970584869384766,0.9765625,1.0,5.369187355041504
67.0,0.26186102628707886,0.22418257594108582,0.9140625,1.0,5.233986854553223
68.0,0.11060044169425964,0.22479282319545746,0.984375,1.0,5.975700855255127
69.0,0.26743870973587036,0.4117501378059387,0.8984375,0.9765625,6.183375358581543
70.0,0.2268301099538803,0.19748586416244507,0.9296875,1.0,5.905648231506348
71.0,0.2575126886367798,3.759068489074707,0.8515625,0.0,7.198005676269531
72.0,2.445577621459961,0.27504706382751465,0.046875,1.0,3.0847208499908447
73.0,0.25743433833122253,0.631661057472229,0.9296875,0.796875,3.1810808181762695
74.0,0.3275343179702759,0.433040976524353,0.90625,1.0,3.283700466156006
75.0,0.3638843894004822,0.5445839166641235,0.8984375,0.9921875,3.3708815574645996
76.0,0.2928939759731293,0.413754403591156,0.90625,1.0,3.5313024520874023
77.0,0.3522244691848755,0.5038310289382935,0.8515625,0.96875,3.626589298248291
78.0,0.42354491353034973,0.5402485728263855,0.796875,0.875,3.6706838607788086
79.0,0.42938947677612305,0.4613504409790039,0.8046875,0.9375,3.7283639907836914
80.0,0.48805397748947144,0.564972996711731,0.6875,0.828125,3.761150360107422
81.0,0.4183728098869324,0.4158020615577698,0.8359375,0.953125,3.794585704803467
82.0,0.25154051184654236,0.3038727045059204,0.9296875,0.9921875,4.0508012771606445
83.0,0.270211398601532,0.44718247652053833,0.890625,0.96875,4.187143802642822
84.0,0.2628108263015747,0.3304003179073334,0.90625,1.0,4.274031162261963
85.0,0.2907717525959015,0.4072369337081909,0.921875,1.0,4.483345031738281
86.0,0.34169042110443115,0.3467097878456116,0.8671875,0.984375,4.550226211547852
87.0,0.23550838232040405,0.3284165859222412,0.921875,0.984375,4.930250644683838
88.0,0.23401060700416565,0.26274237036705017,0.8984375,0.984375,5.0156779289245605
89.0,0.22137171030044556,0.3502812087535858,0.9296875,0.9375,5.229010581970215
90.0,0.4268413782119751,0.4796498715877533,0.796875,0.796875,5.141322135925293
91.0,0.43585801124572754,0.4993867874145508,0.796875,0.828125,4.906638145446777
92.0,0.35530781745910645,0.3056957721710205,0.859375,0.9609375,4.703183174133301
93.0,0.2206793576478958,0.28661859035491943,0.9140625,1.0,4.858814239501953
94.0,0.25826722383499146,0.3472749590873718,0.8828125,0.953125,4.80033016204834
95.0,0.2523234486579895,0.41055673360824585,0.8984375,0.8984375,4.940927028656006
96.0,0.3907391428947449,0.5049840807914734,0.8046875,0.7890625,5.045107841491699
97.0,0.37042146921157837,0.5286918878555298,0.8046875,0.7265625,5.404959678649902
98.0,0.45717912912368774,0.602279782295227,0.765625,0.7109375,5.344759464263916
99.0,0.3916175961494446,0.5512254238128662,0.8125,0.765625,5.554476737976074
100.0,0.4571855068206787,0.5457495450973511,0.765625,0.7734375,5.493547439575195
101.0,0.5980240106582642,0.8758504986763,0.65625,0.4140625,5.013375759124756
102.0,0.6690082550048828,0.3729667663574219,0.671875,0.984375,4.410158157348633
103.0,0.44970405101776123,0.5590446591377258,0.78125,0.765625,4.673111915588379
104.0,0.5856105089187622,0.4745505452156067,0.671875,0.9140625,4.299803733825684
105.0,0.5143567323684692,0.5911372900009155,0.7109375,0.6953125,4.428501129150391
106.0,0.7472983002662659,0.6524494886398315,0.53125,0.671875,3.9975690841674805
107.0,0.40032681822776794,0.42177289724349976,0.84375,0.875,4.013551235198975
108.0,0.34381425380706787,0.5131556391716003,0.8515625,0.7734375,4.23504638671875
109.0,0.30634641647338867,0.5773597955703735,0.8671875,0.703125,4.50260066986084
110.0,0.38538724184036255,0.9614715576171875,0.828125,0.359375,5.160580635070801
111.0,1.043165922164917,0.6324909925460815,0.296875,0.6484375,4.060503005981445
112.0,0.4200440049171448,0.4650421142578125,0.796875,0.9375,4.4366278648376465
113.0,0.5668714046478271,0.48598384857177734,0.6875,0.8515625,4.453367710113525
114.0,0.6436758637428284,0.58165442943573,0.6171875,0.703125,4.560213565826416
115.0,0.7991099953651428,0.405659556388855,0.53125,0.984375,3.8903074264526367
116.0,0.600957989692688,0.8167457580566406,0.6484375,0.3125,4.58843469619751
117.0,1.1253013610839844,0.32625818252563477,0.2109375,1.0,3.4596357345581055
118.0,0.4691091775894165,0.9506013989448547,0.75,0.4296875,3.4640512466430664
119.0,0.509184718132019,0.5278844237327576,0.734375,0.8046875,3.5489025115966797
120.0,0.5044993758201599,0.758370578289032,0.7265625,0.609375,3.7629594802856445
121.0,0.5299288034439087,0.6727606654167175,0.71875,0.625,4.281548500061035
122.0,0.5526542663574219,0.5297915935516357,0.671875,0.859375,3.921052932739258
123.0,0.44903022050857544,1.6107823848724365,0.7890625,0.0390625,4.526547431945801
124.0,1.4250140190124512,0.2704111337661743,0.0,1.0,3.818094253540039
125.0,1.1565487384796143,0.3854220509529114,0.1171875,1.0,3.067117929458618
126.0,0.5847609043121338,0.5859681963920593,0.609375,0.796875,3.081885576248169
127.0,0.40070974826812744,0.5751570463180542,0.7734375,0.78125,3.3511171340942383
128.0,0.5124202966690063,0.4640425443649292,0.7109375,0.9375,3.386340856552124
129.0,0.529470682144165,0.5279268622398376,0.6484375,0.9140625,3.3872108459472656
130.0,0.5718680024147034,0.5067750215530396,0.609375,0.9921875,3.3770129680633545
131.0,0.6009440422058105,0.5279959440231323,0.59375,0.9765625,3.3096842765808105
132.0,0.561462938785553,0.49996811151504517,0.6328125,0.9609375,3.175966739654541
133.0,0.4646817743778229,0.5082534551620483,0.7734375,0.9140625,3.2597179412841797
134.0,0.4049783945083618,0.5092005729675293,0.90625,0.8828125,3.3167662620544434
135.0,0.3269391655921936,0.5658005475997925,0.890625,0.796875,3.464920997619629
136.0,0.30803778767585754,0.5016192197799683,0.8984375,0.859375,3.651798963546753
137.0,0.30075186491012573,0.5602349042892456,0.90625,0.796875,3.759509563446045
138.0,0.34518033266067505,0.752249002456665,0.828125,0.6171875,4.103658676147461
139.0,0.5099525451660156,0.4269140958786011,0.703125,0.90625,3.9499223232269287
140.0,0.2872657775878906,0.5697692036628723,0.8671875,0.71875,4.653141498565674
141.0,0.49074268341064453,0.2904193103313446,0.6875,0.9921875,4.4170050621032715
142.0,0.37584972381591797,0.7050894498825073,0.7890625,0.6171875,4.876339435577393
143.0,0.8402436971664429,0.3621150851249695,0.4296875,0.9921875,4.020366191864014
144.0,0.6783291101455688,0.971207857131958,0.53125,0.2890625,4.324755668640137
145.0,1.0431389808654785,0.280862033367157,0.265625,0.9921875,3.68373441696167
146.0,0.7821499109268188,0.47664526104927063,0.40625,0.9375,2.946300506591797
147.0,0.46166178584098816,0.821938693523407,0.734375,0.40625,3.4005935192108154
148.0,0.6996307969093323,0.4328036308288574,0.4609375,0.9375,3.2646498680114746
149.0,0.602360725402832,0.6475843787193298,0.578125,0.7265625,2.9747233390808105
150.0,0.47542083263397217,0.6324553489685059,0.6875,0.71875,3.2271792888641357
151.0,0.5753331184387207,0.5245329141616821,0.5859375,0.84375,3.1820125579833984
152.0,0.5643802881240845,0.6842585802078247,0.625,0.6328125,3.2247824668884277
153.0,0.674816370010376,0.5005064010620117,0.53125,0.890625,3.157292366027832
154.0,0.5826537013053894,0.5567770004272461,0.5390625,0.8203125,3.2352490425109863
155.0,0.545557975769043,0.529390811920166,0.59375,0.875,3.3542420864105225
156.0,0.6337212324142456,0.5223888158798218,0.5234375,0.890625,3.4332504272460938
157.0,0.6665283441543579,0.5240426063537598,0.5078125,0.8203125,3.470550537109375
158.0,0.7343065142631531,0.4340311586856842,0.40625,0.9921875,3.3733272552490234
159.0,0.5904169678688049,0.5630567669868469,0.5625,0.8046875,3.484020948410034
160.0,0.5808184742927551,0.4700019359588623,0.6171875,1.0,3.334247589111328
161.0,0.538055419921875,0.5754780769348145,0.671875,0.8515625,3.3247923851013184
162.0,0.5185518264770508,0.5669052600860596,0.7265625,0.859375,3.249340534210205
163.0,0.5130041241645813,0.8073396682739258,0.6640625,0.34375,3.3337602615356445
164.0,0.7352311611175537,0.6355053186416626,0.3671875,0.703125,3.1208081245422363
165.0,0.7150750756263733,0.7612242102622986,0.4453125,0.4296875,3.3063652515411377
166.0,0.6215184926986694,0.4762652814388275,0.5078125,0.953125,3.4163174629211426
167.0,0.5757164359092712,0.7790737152099609,0.5703125,0.4609375,3.8538565635681152
168.0,0.9528560638427734,0.34240102767944336,0.296875,1.0,3.4211297035217285
169.0,0.8363668918609619,0.4629126787185669,0.28125,1.0,2.7952442169189453
170.0,0.5649387240409851,0.6773040294647217,0.5390625,0.65625,2.9162633419036865
171.0,0.7398525476455688,0.5162240266799927,0.296875,0.9375,2.8252248764038086
172.0,0.577224612236023,0.5676770806312561,0.59375,0.8359375,2.8007311820983887
173.0,0.502119779586792,0.5792808532714844,0.7890625,0.8203125,2.8359599113464355
174.0,0.4082874655723572,0.5513218641281128,0.8828125,0.90625,3.0495924949645996
175.0,0.39500313997268677,0.5420697927474976,0.8359375,0.90625,3.141854763031006
176.0,0.379373162984848,0.5445361733436584,0.8671875,0.8828125,3.165268898010254
177.0,0.3873094916343689,0.707085371017456,0.8203125,0.546875,3.19671893119812
178.0,0.4905537962913513,0.5575299859046936,0.640625,0.8203125,3.2621936798095703
179.0,0.5232416391372681,0.6246058344841003,0.5859375,0.71875,3.524900436401367
180.0,0.5040358304977417,0.4654255211353302,0.6796875,0.8515625,3.8583483695983887
181.0,0.5212125778198242,0.5117043256759644,0.6796875,0.8125,3.85353684425354
182.0,0.5393297076225281,0.45655304193496704,0.609375,0.890625,3.956887722015381
183.0,0.6878872513771057,0.5279344320297241,0.5,0.859375,3.9530646800994873
184.0,0.7716730237007141,0.2934688329696655,0.4375,1.0,3.7190682888031006
185.0,0.6330593824386597,0.4500810503959656,0.5,0.984375,3.293247699737549
186.0,0.4606844186782837,0.45165568590164185,0.703125,0.96875,3.3226892948150635
187.0,0.45431599020957947,0.5084360837936401,0.7421875,0.8515625,3.3064393997192383
188.0,0.4408631920814514,0.5475519895553589,0.7421875,0.7890625,3.3419950008392334
189.0,0.4220595061779022,0.48409298062324524,0.7734375,0.953125,3.28122878074646
190.0,0.40118253231048584,0.5172446966171265,0.734375,0.890625,3.554429054260254
191.0,0.4638758599758148,0.416678786277771,0.6953125,0.9609375,3.5420076847076416
192.0,0.41226112842559814,0.47959601879119873,0.71875,0.890625,3.665761947631836
193.0,0.530171275138855,0.41383975744247437,0.625,0.984375,3.6274428367614746
194.0,0.5826712846755981,0.44532448053359985,0.578125,0.9609375,3.5044374465942383
195.0,0.591485857963562,0.4361807405948639,0.5859375,0.9765625,3.491760730743408
196.0,0.5085767507553101,0.4433746933937073,0.6484375,0.984375,3.3454437255859375
197.0,0.5528120994567871,0.5021349191665649,0.6015625,0.9296875,3.33884334564209
198.0,0.4327719807624817,0.4716961979866028,0.7890625,0.9609375,3.4233078956604004
199.0,0.40717771649360657,0.47039932012557983,0.7578125,0.9375,3.4616732597351074
200.0,0.4112687408924103,0.47741180658340454,0.7734375,0.90625,3.7700469493865967
201.0,0.4567902386188507,0.4255797564983368,0.7109375,0.984375,3.898472309112549
202.0,0.4926643967628479,0.4616842269897461,0.6640625,0.9140625,3.9140610694885254
203.0,0.4685666859149933,0.40009555220603943,0.7109375,0.9921875,3.6955628395080566
204.0,0.391338586807251,0.43116986751556396,0.75,0.9609375,3.886826992034912
205.0,0.450264036655426,0.3896831274032593,0.6875,0.9921875,3.840735673904419
206.0,0.4037821590900421,0.37860268354415894,0.7734375,0.9609375,4.084327697753906
207.0,0.39334946870803833,0.451835572719574,0.7421875,0.875,4.221164703369141
208.0,0.45314857363700867,0.274169921875,0.6796875,1.0,4.208273887634277
209.0,0.2947426438331604,0.7823042273521423,0.8203125,0.546875,4.644870758056641
210.0,0.8384042978286743,0.2436472475528717,0.3984375,1.0,3.94893217086792
211.0,0.6431154608726501,0.3685535192489624,0.53125,0.984375,3.3762922286987305
212.0,0.33426433801651,0.4494311213493347,0.828125,0.9296875,3.476644277572632
213.0,0.1994083970785141,0.4516777992248535,0.9140625,0.8984375,3.8870201110839844
214.0,0.3268474340438843,0.5563014149665833,0.796875,0.7578125,4.278882026672363
215.0,0.48399674892425537,0.44788211584091187,0.703125,0.8515625,4.513934135437012
216.0,0.5869786739349365,0.37779533863067627,0.625,0.953125,4.466714382171631
217.0,0.691353976726532,0.5247184038162231,0.546875,0.8046875,4.487306594848633
218.0,0.7118737697601318,0.31096071004867554,0.4765625,1.0,3.9485549926757812
219.0,0.505912721157074,0.6029127240180969,0.6875,0.71875,3.773768901824951
220.0,0.5337308645248413,0.3992595076560974,0.6484375,0.984375,3.5370428562164307
221.0,0.498495489358902,0.5395448803901672,0.640625,0.8359375,3.58945369720459
222.0,0.384177029132843,0.4839506149291992,0.7578125,0.8671875,3.9599227905273438
223.0,0.4935339391231537,0.5109814405441284,0.703125,0.8046875,4.435525417327881
224.0,0.7704828977584839,0.28112995624542236,0.515625,1.0,4.01599645614624
225.0,0.6476922631263733,0.6960679292678833,0.5078125,0.546875,4.285549163818359
226.0,0.7711930274963379,0.37051233649253845,0.3671875,1.0,3.967592239379883
227.0,0.6884856224060059,0.4107414186000824,0.4140625,1.0,4.280182361602783
228.0,0.3721708655357361,0.36188507080078125,0.765625,1.0,4.988308429718018
229.0,0.184392511844635,0.26049721240997314,0.9140625,1.0,5.099477767944336
230.0,0.3055397570133209,0.5673560500144958,0.8125,0.7421875,4.715789318084717
231.0,0.7457922697067261,0.23446953296661377,0.5625,1.0,3.8743109703063965
232.0,0.49906235933303833,0.5768871307373047,0.6953125,0.734375,3.840848207473755
233.0,0.5556460022926331,0.3347870707511902,0.59375,1.0,3.668618679046631
234.0,0.4993869960308075,0.4853017330169678,0.6640625,0.921875,3.453339099884033
235.0,0.39642468094825745,0.4920401871204376,0.8125,0.90625,3.669745922088623
236.0,0.4080214202404022,0.3873910903930664,0.75,0.984375,3.865602970123291
237.0,0.3987881541252136,0.38612061738967896,0.7734375,0.984375,3.9990077018737793
238.0,0.3337942957878113,0.3379017114639282,0.796875,0.984375,4.338191032409668
239.0,0.32478758692741394,0.3132825493812561,0.8359375,0.9921875,4.522684097290039
240.0,0.3494631052017212,0.4237162172794342,0.8203125,0.9296875,4.511261940002441
241.0,0.36815860867500305,0.3554050922393799,0.8125,0.9765625,4.474368095397949
242.0,0.5137195587158203,0.4666692912578583,0.6953125,0.875,4.1441192626953125
243.0,0.4873722791671753,0.5134108066558838,0.6484375,0.796875,4.143790245056152
244.0,0.5001108646392822,0.33020251989364624,0.703125,1.0,3.8721203804016113
245.0,0.351963609457016,0.46201303601264954,0.7890625,0.8828125,4.074528694152832
246.0,0.4366055727005005,0.30077892541885376,0.7109375,1.0,4.0049567222595215
247.0,0.3689465820789337,0.45896387100219727,0.796875,0.8671875,4.280322074890137
248.0,0.5648158192634583,0.2790684103965759,0.6015625,1.0,3.9856584072113037
249.0,0.2470698207616806,0.489088773727417,0.875,0.875,4.328399658203125
250.0,0.4321345388889313,0.229876309633255,0.7578125,1.0,4.25385856628418
251.0,0.2889159023761749,0.28063902258872986,0.84375,1.0,3.9816787242889404
252.0,0.18752485513687134,0.4625928997993469,0.9140625,0.9140625,4.55262565612793
253.0,0.3636218309402466,0.23381774127483368,0.796875,1.0,4.386236667633057
254.0,0.18917858600616455,0.3763731122016907,0.9375,0.9375,4.696691989898682
255.0,0.18836341798305511,0.2040368914604187,0.8984375,1.0,4.894055366516113
256.0,0.2482115626335144,0.581084132194519,0.8984375,0.7734375,5.588633060455322
257.0,0.7497130036354065,0.16204936802387238,0.5390625,1.0,4.601971626281738
258.0,0.3306874632835388,0.24209265410900116,0.8359375,1.0,3.985973834991455
259.0,0.1690216064453125,0.4241015315055847,0.921875,0.921875,4.580467224121094
260.0,0.30723100900650024,0.2875821888446808,0.828125,0.9921875,4.616828441619873
261.0,0.30317017436027527,0.5305391550064087,0.8359375,0.78125,5.1757307052612305
262.0,0.5328609347343445,0.25084060430526733,0.6328125,0.9921875,4.694211006164551
263.0,0.5264827013015747,0.8511832356452942,0.6953125,0.53125,5.034546375274658
264.0,0.8383210897445679,0.23561972379684448,0.421875,1.0,4.030144214630127
265.0,0.652765154838562,0.44496506452560425,0.53125,0.953125,3.3924942016601562
266.0,0.44004136323928833,0.5046908259391785,0.703125,0.8359375,3.5475614070892334
267.0,0.36131536960601807,0.38573333621025085,0.78125,0.9765625,3.8687028884887695
268.0,0.2866833209991455,0.3825203776359558,0.8359375,0.9609375,4.125047206878662
269.0,0.21256354451179504,0.3463051915168762,0.8984375,0.9453125,4.734268665313721
270.0,0.29870104789733887,0.21417304873466492,0.8046875,1.0,4.882848739624023
271.0,0.3276984393596649,0.3281530737876892,0.8125,0.953125,4.6798505783081055
272.0,0.2561863660812378,0.3040439784526825,0.8671875,0.9921875,4.745486259460449
273.0,0.24976959824562073,0.39664342999458313,0.8359375,0.8984375,5.122182846069336
274.0,0.4923667907714844,0.6613295078277588,0.65625,0.640625,5.491801738739014
275.0,0.8196325302124023,0.17591898143291473,0.5,1.0,4.520939350128174
276.0,0.511900782585144,0.5968486666679382,0.6875,0.78125,4.272525787353516
277.0,0.41430962085723877,0.7608538866043091,0.7734375,0.578125,4.961098670959473
278.0,0.8350291848182678,0.26360389590263367,0.3984375,0.9921875,4.48121452331543
279.0,0.6538909673690796,0.5723469257354736,0.484375,0.7421875,4.196550369262695
280.0,0.5798043012619019,2.0006418228149414,0.609375,0.09375,5.667381286621094
281.0,1.227766513824463,0.26358383893966675,0.1328125,1.0,3.8619296550750732
282.0,0.8773244023323059,0.9967041611671448,0.3203125,0.1328125,3.473850727081299
283.0,0.8397237062454224,0.39590150117874146,0.34375,0.9921875,3.5388567447662354
284.0,0.8247719407081604,0.5094908475875854,0.3671875,0.859375,3.1086223125457764
285.0,0.6514452695846558,0.9789772033691406,0.546875,0.2421875,3.3618433475494385
286.0,0.7994439601898193,0.38480144739151,0.328125,1.0,3.3660295009613037
287.0,0.5973411798477173,0.5583406686782837,0.6875,0.8515625,3.4918978214263916
288.0,0.47601261734962463,0.5252017974853516,0.859375,0.8984375,3.8317368030548096
289.0,0.6151466965675354,0.5208196640014648,0.671875,0.84375,3.6864559650421143
290.0,0.55634605884552,0.5304346084594727,0.640625,0.8203125,3.618931531906128
291.0,0.5409173965454102,0.46394121646881104,0.6796875,0.8828125,3.3523497581481934
292.0,0.3823985159397125,0.5091928243637085,0.7421875,0.859375,3.0748705863952637
293.0,0.31580275297164917,0.527523398399353,0.8359375,0.859375,2.996840238571167
294.0,0.36014556884765625,0.5430514812469482,0.7890625,0.78125,3.229187488555908
295.0,0.3959617018699646,0.6595731973648071,0.78125,0.6875,3.501129150390625
296.0,0.4630955159664154,0.5241805911064148,0.71875,0.7578125,3.7693896293640137
297.0,0.6476261019706726,0.6353581547737122,0.515625,0.6875,3.810153007507324
298.0,0.8116997480392456,0.46713030338287354,0.4609375,0.8125,3.678950309753418
299.0,0.8117368221282959,0.5772286057472229,0.375,0.78125,3.343534469604492
300.0,0.8079925179481506,0.49527519941329956,0.34375,0.859375,3.261155605316162
301.0,0.7092182636260986,0.5039238929748535,0.4296875,0.90625,3.2968528270721436
302.0,0.7348482608795166,0.5013024210929871,0.4140625,0.90625,3.3352603912353516
303.0,0.6966986656188965,0.47332775592803955,0.4375,0.921875,3.4362893104553223
304.0,0.642331063747406,0.4164992570877075,0.484375,0.984375,3.396509885787964
305.0,0.6088519096374512,0.4669918119907379,0.515625,0.9140625,3.454252004623413
306.0,0.5967366695404053,0.4564313292503357,0.5390625,0.921875,3.5153937339782715
307.0,0.6431163549423218,0.44459182024002075,0.453125,0.9453125,3.5061678886413574
308.0,0.5472856760025024,0.4619481563568115,0.5546875,0.9296875,3.4642786979675293
309.0,0.501262903213501,0.4744558036327362,0.6796875,0.921875,3.4808831214904785
310.0,0.5040668845176697,0.4733547568321228,0.6640625,0.921875,3.4586868286132812
311.0,0.46934694051742554,0.40314948558807373,0.671875,0.984375,3.5478336811065674
312.0,0.39852485060691833,0.41600823402404785,0.734375,0.9375,3.524674415588379
313.0,0.4283517301082611,0.4658902883529663,0.7578125,0.890625,3.4963788986206055
314.0,0.3101314306259155,0.4564613103866577,0.8671875,0.8828125,3.7524185180664062
315.0,0.36820071935653687,0.3667623698711395,0.78125,0.984375,3.675083637237549
316.0,0.3465465307235718,0.5575016140937805,0.828125,0.7265625,3.820899486541748
317.0,0.44085705280303955,0.3854990601539612,0.765625,0.953125,3.736988067626953
318.0,0.402519166469574,0.6415518522262573,0.734375,0.609375,3.515592098236084
319.0,0.39107418060302734,0.49399712681770325,0.796875,0.8125,3.6331448554992676
320.0,0.5053148865699768,0.5451759099960327,0.734375,0.7890625,3.798569679260254
321.0,0.5050554275512695,0.4715975522994995,0.6640625,0.84375,3.9100351333618164
322.0,0.6522935628890991,0.5408651828765869,0.53125,0.7578125,4.112572193145752
323.0,0.756446361541748,0.31094738841056824,0.40625,0.9765625,3.92649507522583
324.0,0.6219202280044556,0.41722267866134644,0.484375,0.953125,3.6922121047973633
325.0,0.5126584768295288,0.4364483952522278,0.734375,0.9140625,3.6493980884552
326.0,0.446616530418396,0.5274722576141357,0.8203125,0.8515625,3.468518018722534
327.0,0.4181192219257355,0.6647183895111084,0.7890625,0.578125,3.380213499069214
328.0,0.5885092616081238,0.5161905884742737,0.6015625,0.8671875,3.8347573280334473
329.0,0.6093761920928955,0.3633263111114502,0.53125,0.96875,4.101953506469727
330.0,0.5107832551002502,0.5163483023643494,0.640625,0.8046875,4.184124946594238
331.0,0.5815420150756836,0.4099860191345215,0.6015625,0.953125,4.056903839111328
332.0,0.5640393495559692,0.36262404918670654,0.6171875,0.96875,3.74068284034729
333.0,0.47899332642555237,0.4481217861175537,0.7109375,0.9296875,3.5571765899658203
334.0,0.4151846766471863,0.6841471791267395,0.8046875,0.5625,3.635965585708618
335.0,0.5790733098983765,0.5821789503097534,0.625,0.734375,3.6736598014831543
336.0,0.5679400563240051,0.3719475567340851,0.5859375,0.9921875,4.064811706542969
337.0,0.482143759727478,0.3151648938655853,0.6328125,1.0,4.135710716247559
338.0,0.33412960171699524,0.6611819267272949,0.8046875,0.640625,4.330043792724609
339.0,0.5341448783874512,0.325416624546051,0.6171875,0.984375,3.9811339378356934
340.0,0.5809099674224854,0.45734167098999023,0.578125,0.875,4.149420738220215
341.0,0.5676812529563904,0.32392606139183044,0.6640625,0.984375,3.837977409362793
