epoch,D_loss,D_acc,G_loss
52.0,0.4980217516422272,0.84375,1.50348961353302
53.0,0.5035824179649353,0.65625,1.664392352104187
54.0,0.4814707338809967,0.875,1.562774419784546
55.0,0.370966374874115,0.90625,1.5682705640792847
56.0,0.45213747024536133,0.875,1.4838225841522217
57.0,0.2898973822593689,0.96875,1.7168573141098022
58.0,0.3502495586872101,0.96875,1.7062840461730957
59.0,0.3111521601676941,0.9375,1.6918470859527588
60.0,0.2718750834465027,0.96875,1.6377812623977661
61.0,0.2929176092147827,1.0,1.6095468997955322
62.0,0.2852071523666382,0.9375,1.6642998456954956
63.0,0.23474691808223724,1.0,1.7091047763824463
64.0,0.2831853926181793,1.0,1.8285571336746216
65.0,0.17664068937301636,1.0,1.8519482612609863
66.0,0.2005467265844345,1.0,1.9883579015731812
67.0,0.1378222405910492,1.0,2.0810937881469727
68.0,0.1565965861082077,1.0,2.0209217071533203
69.0,0.29860720038414,0.90625,2.3981571197509766
70.0,0.3487846255302429,0.875,1.6998977661132812
71.0,0.3174300491809845,0.96875,2.1304545402526855
72.0,0.1557701826095581,0.96875,2.1835036277770996
73.0,0.20996737480163574,0.96875,2.1278367042541504
74.0,0.14381524920463562,1.0,2.5163662433624268
75.0,0.15155595541000366,0.96875,2.3768362998962402
76.0,0.22656604647636414,0.96875,2.786184787750244
77.0,0.3933839499950409,0.84375,1.7539066076278687
78.0,0.6368727684020996,0.5,2.91573429107666
79.0,0.8859541416168213,0.65625,1.2731292247772217
80.0,0.4310818016529083,0.5,1.8499698638916016
81.0,0.20722171664237976,1.0,2.031942844390869
82.0,0.4717421233654022,0.84375,1.599071741104126
83.0,0.3901773691177368,0.90625,2.1882596015930176
84.0,0.3789587616920471,0.875,1.8445168733596802
85.0,0.624100923538208,0.71875,2.507098913192749
86.0,0.5671449303627014,0.75,2.0296103954315186
87.0,0.2775181531906128,0.96875,2.31351375579834
88.0,0.5387189388275146,0.78125,3.2532529830932617
89.0,0.1986888349056244,0.9375,2.2476868629455566
90.0,0.6011505722999573,0.5625,2.568869113922119
91.0,0.30338844656944275,0.9375,2.618882894515991
92.0,0.3518986701965332,0.84375,1.8230806589126587
93.0,0.3195009231567383,0.9375,2.139444351196289
94.0,0.3075607120990753,0.90625,2.0739030838012695
95.0,0.5574198365211487,0.71875,2.079636335372925
96.0,0.13114222884178162,1.0,2.2476911544799805
97.0,0.3858376443386078,0.875,2.0354349613189697
98.0,0.24434000253677368,0.96875,2.2061831951141357
99.0,0.18548482656478882,0.96875,2.325669527053833
100.0,0.46695733070373535,0.875,2.1765031814575195
101.0,0.19278886914253235,0.9375,2.0820608139038086
102.0,0.36922407150268555,0.90625,1.9218709468841553
103.0,0.23212824761867523,0.9375,2.300543785095215
104.0,0.34570950269699097,0.84375,2.03084659576416
105.0,0.10867708176374435,1.0,2.2263693809509277
106.0,0.371640145778656,0.875,2.133371591567993
107.0,0.2884431779384613,0.96875,2.4737584590911865
108.0,0.18736614286899567,0.9375,2.084965229034424
109.0,0.20166373252868652,1.0,2.324863910675049
110.0,0.3958691358566284,0.90625,2.3032588958740234
111.0,0.34619754552841187,0.875,2.2577266693115234
112.0,0.16379216313362122,0.96875,2.441211223602295
113.0,0.43670374155044556,0.75,3.091838836669922
114.0,0.6221647262573242,0.6875,1.7970408201217651
115.0,0.37421688437461853,0.8125,2.546708583831787
116.0,0.4226846992969513,0.84375,1.9430687427520752
117.0,0.420757532119751,0.8125,2.444760322570801
118.0,0.3189089596271515,0.90625,2.0142922401428223
119.0,0.27819323539733887,0.90625,2.5047733783721924
120.0,0.437485933303833,0.875,2.2017712593078613
121.0,0.3664829432964325,0.78125,2.158846616744995
122.0,0.1723790168762207,1.0,2.421351909637451
123.0,0.591585636138916,0.65625,2.421130657196045
124.0,0.35427406430244446,0.84375,1.90058171749115
125.0,0.2079979032278061,0.96875,2.2227535247802734
126.0,0.17687176167964935,0.96875,2.3346922397613525
127.0,0.46717512607574463,0.71875,2.5947251319885254
128.0,0.5260356068611145,0.75,1.6706169843673706
129.0,0.5343983173370361,0.65625,2.603602170944214
130.0,0.6894804239273071,0.625,2.1444969177246094
131.0,0.5648607015609741,0.6875,1.6370365619659424
132.0,0.7409431338310242,0.625,2.1074037551879883
133.0,0.5071871280670166,0.8125,1.8031702041625977
134.0,0.47840064764022827,0.6875,1.956207036972046
135.0,0.5146023035049438,0.75,1.748946189880371
136.0,0.44019079208374023,0.78125,2.042954921722412
137.0,0.41664302349090576,0.84375,1.8054523468017578
138.0,0.6764106154441833,0.5625,1.8933477401733398
139.0,0.26656970381736755,0.90625,2.0377140045166016
140.0,0.6490780711174011,0.65625,1.7924398183822632
141.0,0.6332319378852844,0.8125,1.977748155593872
142.0,0.5008129477500916,0.78125,1.4924798011779785
143.0,0.7019990682601929,0.625,1.8688057661056519
144.0,0.3694041073322296,0.84375,2.0260250568389893
145.0,0.6949599981307983,0.5625,1.574173927307129
146.0,0.4191698133945465,0.84375,1.6760973930358887
147.0,0.618546187877655,0.71875,1.603356122970581
148.0,0.3326284885406494,0.90625,1.5780127048492432
149.0,0.7173312902450562,0.65625,1.955148458480835
150.0,0.6547638177871704,0.625,1.6403474807739258
151.0,0.6219323873519897,0.75,1.6640468835830688
152.0,0.5479726791381836,0.6875,1.5182791948318481
153.0,0.7708454132080078,0.5625,1.6259158849716187
154.0,0.6452163457870483,0.59375,1.2752217054367065
155.0,0.8441213369369507,0.40625,1.328795075416565
156.0,0.907578706741333,0.4375,1.5005507469177246
157.0,0.7277795672416687,0.5625,1.3770215511322021
158.0,0.6589248776435852,0.65625,1.3217353820800781
159.0,0.525214433670044,0.71875,1.3100486993789673
160.0,0.486203134059906,0.75,1.501169204711914
161.0,0.35196101665496826,0.875,1.5567467212677002
162.0,0.7258117198944092,0.625,1.7092175483703613
163.0,0.6431863903999329,0.65625,1.5534635782241821
164.0,0.6695904731750488,0.65625,1.3054447174072266
165.0,0.7025994062423706,0.5625,1.2543134689331055
166.0,0.6533640623092651,0.65625,1.2265639305114746
167.0,0.47024795413017273,0.84375,1.1638497114181519
168.0,0.4587463140487671,0.875,1.21400785446167
169.0,0.4596155285835266,0.8125,1.236522912979126
170.0,0.22878813743591309,1.0,1.3625905513763428
171.0,0.20056723058223724,1.0,1.5387545824050903
172.0,0.37906312942504883,0.78125,1.5224577188491821
173.0,1.0617151260375977,0.5,1.808333396911621
174.0,0.7120203971862793,0.625,1.549223780632019
175.0,0.8136485815048218,0.53125,1.419769287109375
176.0,0.6681667566299438,0.65625,1.2439417839050293
177.0,0.6624513864517212,0.65625,1.0720213651657104
178.0,0.6425538063049316,0.65625,1.0660470724105835
179.0,0.5460354089736938,0.6875,0.9818167090415955
180.0,0.5789327621459961,0.625,1.0222301483154297
181.0,0.47954094409942627,0.71875,1.0865134000778198
182.0,0.5699013471603394,0.65625,1.065608263015747
183.0,0.5551902055740356,0.71875,1.1316421031951904
184.0,0.4786564111709595,0.8125,1.0526423454284668
185.0,0.5567029714584351,0.65625,1.1471517086029053
186.0,0.581839382648468,0.625,1.4240925312042236
187.0,0.46499377489089966,0.78125,1.3139686584472656
188.0,0.7187467813491821,0.5625,1.8055038452148438
189.0,0.4095391035079956,0.78125,1.6828802824020386
190.0,0.41255834698677063,0.8125,1.5138943195343018
191.0,0.6898242831230164,0.5625,1.488150954246521
192.0,0.364845871925354,0.84375,1.4059953689575195
193.0,0.6410179138183594,0.65625,1.3020191192626953
194.0,0.7504454851150513,0.5,1.3684508800506592
195.0,0.5923575162887573,0.65625,1.3310556411743164
196.0,0.5307997465133667,0.71875,1.2661900520324707
197.0,0.4019380211830139,0.9375,1.2406108379364014
198.0,0.42664480209350586,0.78125,1.500960350036621
199.0,0.2763892114162445,0.9375,1.6580896377563477
200.0,0.21464113891124725,0.96875,1.5969698429107666
201.0,0.21057933568954468,1.0,1.7544057369232178
202.0,0.2714848518371582,0.9375,1.7201972007751465
203.0,0.4765510857105255,0.6875,1.9140493869781494
204.0,0.4512311816215515,0.78125,1.647568941116333
205.0,0.8066238164901733,0.46875,1.4542648792266846
206.0,0.8375837802886963,0.4375,1.2309815883636475
207.0,0.8281697034835815,0.5,1.1606004238128662
208.0,0.8266960382461548,0.4375,1.2229121923446655
209.0,0.8102987408638,0.46875,1.4889205694198608
210.0,0.5905431509017944,0.65625,1.5452327728271484
211.0,0.5462063550949097,0.65625,1.5125633478164673
212.0,0.45097941160202026,0.75,1.2353265285491943
213.0,0.5415867567062378,0.71875,1.049054503440857
214.0,0.5221809148788452,0.75,0.9533233642578125
215.0,0.45538151264190674,0.71875,0.917892336845398
216.0,0.7106014490127563,0.6875,0.8753259181976318
217.0,0.5006794333457947,0.71875,0.976324200630188
218.0,0.56321781873703,0.78125,0.94977867603302
219.0,0.571111798286438,0.78125,0.9437364339828491
220.0,0.553581714630127,0.6875,1.021087408065796
221.0,0.5231266617774963,0.78125,1.035306453704834
222.0,0.5866910219192505,0.65625,1.0792386531829834
223.0,0.5205035209655762,0.8125,1.1305816173553467
224.0,0.47582462430000305,0.78125,1.2021703720092773
225.0,0.515850305557251,0.75,1.1417161226272583
226.0,0.4972088634967804,0.8125,1.2846251726150513
227.0,0.4409782886505127,0.78125,1.4277971982955933
228.0,0.3834531009197235,0.875,1.4786598682403564
229.0,0.2661091089248657,1.0,1.446241021156311
230.0,0.41714218258857727,0.8125,1.667900562286377
231.0,0.3675345182418823,0.84375,1.5262783765792847
232.0,0.3068959712982178,0.9375,1.4596235752105713
233.0,0.33818864822387695,0.90625,1.5071642398834229
234.0,0.3481407165527344,0.875,1.472133755683899
235.0,0.5661231279373169,0.65625,1.2786369323730469
236.0,0.35446247458457947,0.875,1.4064738750457764
237.0,0.23034967482089996,0.9375,1.4156880378723145
238.0,0.1459627002477646,1.0,1.697936773300171
239.0,0.21139606833457947,0.96875,1.7478115558624268
240.0,0.2188418060541153,0.90625,2.0098114013671875
241.0,0.32554909586906433,0.875,2.037567138671875
242.0,0.3433225154876709,0.84375,1.895638108253479
243.0,0.29443368315696716,0.90625,2.0049939155578613
244.0,0.4755127727985382,0.65625,1.9042820930480957
245.0,0.5591212511062622,0.71875,1.9685022830963135
246.0,0.5607051253318787,0.75,2.03385853767395
247.0,0.43129637837409973,0.75,1.741349697113037
248.0,0.6631418466567993,0.6875,2.248030185699463
249.0,0.681770920753479,0.6875,1.9137930870056152
250.0,0.6026725172996521,0.6875,1.5088202953338623
251.0,0.3676683008670807,0.84375,1.745268702507019
252.0,0.6326483488082886,0.65625,1.58132004737854
253.0,0.4876183271408081,0.8125,1.5109344720840454
254.0,0.5713587999343872,0.75,1.4601974487304688
255.0,0.5437794923782349,0.71875,1.3350735902786255
256.0,0.47840821743011475,0.90625,1.359834909439087
257.0,0.4337270259857178,0.875,1.5120385885238647
258.0,0.4704779386520386,0.875,1.439441204071045
259.0,0.4910050928592682,0.78125,1.482322096824646
260.0,0.420454740524292,0.84375,1.5021679401397705
261.0,0.5516382455825806,0.71875,1.4075729846954346
262.0,0.44068509340286255,0.78125,1.3769378662109375
263.0,0.5446367263793945,0.75,1.4208791255950928
264.0,0.588234543800354,0.6875,1.3611689805984497
265.0,0.4627528786659241,0.75,1.3819886445999146
266.0,0.7344532012939453,0.59375,1.2636176347732544
267.0,0.5847538709640503,0.5625,1.2638587951660156
268.0,0.4183686375617981,0.8125,1.3911499977111816
269.0,0.39180874824523926,0.84375,1.374815821647644
270.0,0.4697614014148712,0.78125,1.543456792831421
271.0,0.44335442781448364,0.78125,1.4272496700286865
272.0,0.38675397634506226,0.8125,1.4127776622772217
273.0,0.5231641530990601,0.6875,1.3864935636520386
274.0,0.43140846490859985,0.75,1.331768274307251
275.0,0.38242554664611816,0.90625,1.3656623363494873
276.0,0.37106913328170776,0.90625,1.3324849605560303
277.0,0.4402369260787964,0.8125,1.3918702602386475
278.0,0.3719784617424011,0.875,1.5595884323120117
279.0,0.42510735988616943,0.8125,1.4891515970230103
280.0,0.23028668761253357,1.0,1.539023756980896
281.0,0.40657761693000793,0.8125,1.4668934345245361
282.0,0.46040260791778564,0.78125,1.4666204452514648
283.0,0.28358083963394165,0.9375,1.5350213050842285
284.0,0.29571667313575745,0.90625,1.6582492589950562
285.0,0.4817187488079071,0.71875,1.6731566190719604
286.0,0.4087669551372528,0.8125,1.5999197959899902
287.0,0.29778996109962463,0.90625,1.6193418502807617
288.0,0.22897452116012573,0.96875,1.650557041168213
289.0,0.22887960076332092,0.96875,1.7392815351486206
290.0,0.2858673930168152,0.9375,1.825854778289795
291.0,0.6786899566650391,0.6875,1.8059183359146118
292.0,0.6397069096565247,0.65625,1.5955126285552979
293.0,0.48704060912132263,0.78125,1.2860820293426514
294.0,0.28834283351898193,0.9375,1.2573795318603516
295.0,0.48251667618751526,0.75,1.4661320447921753
296.0,0.3780795633792877,0.8125,1.6489685773849487
297.0,0.3214920163154602,0.90625,1.7072105407714844
298.0,0.23059970140457153,0.90625,1.6323738098144531
299.0,0.4688190519809723,0.71875,1.7316988706588745
300.0,0.2532903850078583,0.96875,1.7019261121749878
301.0,0.4227626621723175,0.78125,1.91270112991333
302.0,0.24685078859329224,0.90625,1.926776647567749
303.0,0.3115875720977783,0.90625,1.7163472175598145
304.0,0.16165217757225037,1.0,1.5189075469970703
305.0,0.21133971214294434,0.9375,1.8959376811981201
306.0,0.29988211393356323,0.84375,1.8235312700271606
307.0,0.36600008606910706,0.84375,1.7382893562316895
308.0,0.2090078890323639,0.9375,1.7555251121520996
309.0,0.512377142906189,0.71875,2.3774619102478027
310.0,0.6738749742507935,0.59375,2.017322063446045
311.0,0.6758931875228882,0.6875,1.4617211818695068
312.0,0.35787272453308105,0.8125,1.4789953231811523
313.0,0.33461248874664307,0.9375,1.6480939388275146
314.0,0.2140427827835083,0.9375,1.9095375537872314
315.0,0.30675819516181946,0.9375,1.7738256454467773
316.0,0.3335857391357422,0.90625,1.7059540748596191
317.0,0.4016748070716858,0.78125,1.9754914045333862
318.0,0.4297982454299927,0.78125,1.742163062095642
319.0,0.6573057174682617,0.5625,1.8451342582702637
320.0,0.4643217921257019,0.71875,1.7335273027420044
321.0,0.5532203912734985,0.6875,1.4653394222259521
322.0,0.5463515520095825,0.75,1.5423521995544434
323.0,0.3136061429977417,0.90625,1.677453875541687
324.0,0.6288883686065674,0.59375,1.7882721424102783
325.0,0.3540431261062622,0.84375,1.722301721572876
326.0,0.23827646672725677,0.9375,1.817394733428955
327.0,0.46982744336128235,0.8125,1.8179235458374023
328.0,0.2688719630241394,0.90625,1.6620118618011475
329.0,1.6244713068008423,0.3125,1.9502904415130615
330.0,0.6566293239593506,0.6875,1.518249750137329
331.0,0.978090763092041,0.5,1.1292462348937988
332.0,0.8661918640136719,0.25,1.004091739654541
333.0,0.754729151725769,0.46875,1.0648109912872314
334.0,0.7551678419113159,0.53125,1.0833444595336914
335.0,0.6886385679244995,0.625,1.0666210651397705
336.0,0.639656662940979,0.6875,1.1294276714324951
337.0,0.48556995391845703,0.78125,1.2203291654586792
338.0,0.4422285556793213,0.84375,1.240633249282837
339.0,0.5241554975509644,0.78125,1.20382559299469
340.0,0.37206101417541504,0.9375,1.2577909231185913
341.0,0.43114274740219116,0.8125,1.291745901107788
342.0,0.4664396345615387,0.84375,1.2764594554901123
343.0,0.45441433787345886,0.84375,1.2800288200378418
344.0,0.5154917240142822,0.8125,1.1739718914031982
345.0,0.4857370853424072,0.78125,1.276900053024292
346.0,0.4191553294658661,0.84375,1.3091754913330078
347.0,0.3815104365348816,0.9375,1.2727291584014893
348.0,0.47786206007003784,0.71875,1.2664302587509155
349.0,0.3557307720184326,0.90625,1.4263101816177368
350.0,0.38059794902801514,0.90625,1.5128707885742188
351.0,0.4486817717552185,0.84375,1.482435703277588
352.0,0.43876922130584717,0.84375,1.243443250656128
353.0,0.3822363615036011,0.90625,1.416824221611023
354.0,0.3822091817855835,0.875,1.5298163890838623
355.0,0.3828502893447876,0.84375,1.5534088611602783
356.0,0.45614537596702576,0.84375,1.6043756008148193
357.0,0.4185572862625122,0.84375,1.6891608238220215
358.0,0.441489577293396,0.8125,1.635608196258545
359.0,0.32708826661109924,0.9375,1.4689767360687256
360.0,0.3731943964958191,0.875,1.6066137552261353
361.0,0.2895626425743103,0.9375,1.758073329925537
362.0,0.535570502281189,0.71875,1.6899077892303467
363.0,0.4160926640033722,0.84375,1.732154130935669
364.0,0.5791888236999512,0.65625,1.5721678733825684
365.0,0.46897244453430176,0.75,1.4751187562942505
366.0,0.4438249170780182,0.8125,1.5427162647247314
367.0,0.4382423460483551,0.84375,1.415778636932373
368.0,0.4647569954395294,0.8125,1.3715482950210571
369.0,0.3458120822906494,0.9375,1.4729695320129395
370.0,0.23427370190620422,0.9375,1.6165499687194824
371.0,0.2714748978614807,0.90625,1.5930274724960327
372.0,0.5466697216033936,0.71875,1.8522982597351074
373.0,0.3919888734817505,0.84375,1.7109291553497314
374.0,0.41435301303863525,0.8125,1.60176420211792
375.0,0.2880171239376068,0.9375,1.4461870193481445
376.0,0.5392951369285583,0.71875,1.832381010055542
377.0,0.5623897314071655,0.65625,1.5559794902801514
378.0,0.25709623098373413,0.9375,1.527547836303711
379.0,0.4222836494445801,0.8125,1.3131375312805176
380.0,0.44086986780166626,0.71875,1.6993705034255981
381.0,0.5016065239906311,0.71875,1.8199973106384277
382.0,0.5816448330879211,0.71875,1.7466727495193481
383.0,0.46814829111099243,0.875,1.8136438131332397
384.0,0.22607126832008362,1.0,1.8006391525268555
385.0,0.3110522925853729,0.90625,1.7737295627593994
386.0,0.49700596928596497,0.75,1.8491871356964111
387.0,0.4576035737991333,0.8125,1.710822343826294
388.0,0.5426193475723267,0.71875,1.5748727321624756
389.0,0.8283495306968689,0.40625,1.945838212966919
390.0,0.4580495357513428,0.71875,1.8025165796279907
391.0,0.5977054238319397,0.6875,1.4226348400115967
392.0,0.5492062568664551,0.625,1.3230164051055908
393.0,0.4866372048854828,0.84375,1.4083526134490967
394.0,0.3641399145126343,0.84375,1.4494292736053467
395.0,0.4758494198322296,0.78125,1.484956979751587
396.0,0.5277854204177856,0.75,1.5073678493499756
397.0,0.4767194986343384,0.78125,1.496868371963501
398.0,0.3447122275829315,0.875,1.5633444786071777
399.0,0.4405410587787628,0.78125,1.480341911315918
400.0,0.3222241997718811,0.875,1.5383830070495605
401.0,0.3747473657131195,0.84375,1.5295956134796143
402.0,0.4365689754486084,0.78125,1.4106009006500244
403.0,0.24437761306762695,0.96875,1.6019806861877441
404.0,0.4838138520717621,0.84375,1.6484432220458984
405.0,0.44482702016830444,0.8125,1.5492634773254395
406.0,0.3895414173603058,0.9375,1.4908589124679565
407.0,0.3214384913444519,0.84375,1.5359840393066406
408.0,0.22380337119102478,0.9375,1.729644775390625
409.0,0.6982507109642029,0.5625,1.5331928730010986
410.0,0.3986331522464752,0.84375,1.3035252094268799
411.0,0.4106561541557312,0.8125,1.6330546140670776
412.0,0.39947161078453064,0.84375,1.634730339050293
413.0,0.2920655906200409,0.8125,1.810793399810791
414.0,0.4039352536201477,0.78125,1.6997196674346924
415.0,1.3737103939056396,0.53125,2.0341458320617676
416.0,0.7498868107795715,0.59375,1.6239827871322632
417.0,0.7690691947937012,0.4375,1.3726699352264404
418.0,0.6781547665596008,0.53125,1.4751192331314087
419.0,0.5649133920669556,0.71875,1.2790074348449707
420.0,0.6687517166137695,0.71875,1.1809227466583252
421.0,0.580185055732727,0.6875,1.2839818000793457
422.0,0.5619645118713379,0.78125,1.370773434638977
423.0,0.44550496339797974,0.875,1.3183563947677612
424.0,0.469628244638443,0.8125,1.366914987564087
425.0,0.5257156491279602,0.6875,1.3899562358856201
426.0,0.4321286082267761,0.8125,1.5051672458648682
427.0,0.837580680847168,0.59375,1.8620370626449585
428.0,0.3211856782436371,0.84375,1.9195888042449951
429.0,0.529063880443573,0.78125,1.8588964939117432
430.0,1.2281163930892944,0.78125,3.1471304893493652
431.0,0.6659513711929321,0.65625,1.7434134483337402
432.0,2.0435924530029297,0.4375,2.018587112426758
433.0,0.8866636157035828,0.5,1.98738694190979
434.0,0.8637978434562683,0.5,1.7103279829025269
435.0,0.807319700717926,0.5,1.4484550952911377
436.0,0.6948952078819275,0.5,1.3090895414352417
437.0,0.6466734409332275,0.53125,1.2379536628723145
438.0,0.5634616613388062,0.75,1.2270457744598389
439.0,0.48100602626800537,0.875,1.317751169204712
440.0,0.41814813017845154,0.90625,1.403343677520752
441.0,0.4395250678062439,0.84375,1.4250117540359497
442.0,0.49948975443840027,0.78125,1.4393515586853027
443.0,0.45267242193222046,0.78125,1.3655810356140137
444.0,0.47819894552230835,0.84375,1.2937967777252197
445.0,0.49319276213645935,0.84375,1.0511083602905273
446.0,0.6115615367889404,0.65625,0.8686203956604004
447.0,0.6506630182266235,0.625,1.0799274444580078
448.0,0.35766351222991943,0.90625,1.0940258502960205
449.0,0.4564475417137146,0.875,1.1562018394470215
450.0,0.5533460378646851,0.65625,1.1570427417755127
451.0,0.45620161294937134,0.84375,1.2506794929504395
452.0,0.4291268587112427,0.90625,1.3662614822387695
453.0,0.5802087187767029,0.8125,1.1933621168136597
454.0,0.3962327241897583,0.9375,1.2694460153579712
455.0,0.5204329490661621,0.75,1.440821886062622
456.0,0.7321164011955261,0.5625,1.2754762172698975
457.0,0.5960322618484497,0.625,1.3160594701766968
458.0,0.5777603387832642,0.65625,1.212555170059204
459.0,0.8019866347312927,0.375,1.325700283050537
460.0,0.5822973847389221,0.6875,1.362044334411621
461.0,0.5381293892860413,0.71875,1.2546019554138184
462.0,0.6134586334228516,0.59375,1.12481689453125
463.0,0.49299320578575134,0.84375,1.2164978981018066
464.0,0.495248019695282,0.84375,1.3021163940429688
465.0,0.47300317883491516,0.84375,1.151319980621338
466.0,0.4714195728302002,0.78125,1.2998617887496948
467.0,0.4323415160179138,0.875,1.2523034811019897
468.0,0.39735302329063416,0.90625,1.2299470901489258
469.0,0.434904009103775,0.875,1.2608296871185303
470.0,0.41683506965637207,0.875,1.4918479919433594
471.0,0.4496326446533203,0.8125,1.4176702499389648
472.0,0.4806286096572876,0.84375,1.3223590850830078
473.0,0.45237332582473755,0.84375,1.3366446495056152
474.0,0.5503373146057129,0.78125,1.4068114757537842
475.0,0.2977050542831421,0.9375,1.498034954071045
476.0,0.47137993574142456,0.84375,1.323913812637329
477.0,0.36976751685142517,0.90625,1.3157522678375244
478.0,0.446402907371521,0.84375,1.383207082748413
479.0,0.36529916524887085,0.96875,1.3924355506896973
480.0,0.4333343803882599,0.78125,1.410104513168335
481.0,0.32829219102859497,0.90625,1.2908170223236084
482.0,0.5384814143180847,0.625,1.4782224893569946
483.0,0.40642040967941284,0.84375,1.5395750999450684
484.0,0.5050457119941711,0.65625,1.460079312324524
485.0,0.6044100522994995,0.625,1.5757124423980713
486.0,0.35027605295181274,0.90625,1.620450496673584
487.0,0.2798108160495758,0.875,1.5797829627990723
488.0,0.49324363470077515,0.6875,1.611368179321289
489.0,0.5348514914512634,0.6875,1.5716168880462646
490.0,0.5919525623321533,0.6875,1.4650335311889648
491.0,0.31111323833465576,0.9375,1.4906953573226929
492.0,0.4627746343612671,0.8125,1.3261934518814087
493.0,0.4222966432571411,0.875,1.3164395093917847
494.0,0.3636486530303955,0.875,1.5301764011383057
495.0,0.39809495210647583,0.8125,1.5719040632247925
496.0,0.5121510028839111,0.78125,1.4201805591583252
497.0,0.5075519680976868,0.75,1.4973599910736084
498.0,0.4487341046333313,0.78125,1.6718220710754395
499.0,0.452495276927948,0.78125,1.6285545825958252
500.0,0.3095758557319641,0.84375,1.6384568214416504
501.0,0.29639193415641785,0.9375,1.5490617752075195
502.0,0.40655517578125,0.8125,1.7315917015075684
503.0,0.3699672222137451,0.84375,1.841325044631958
504.0,0.43028682470321655,0.875,1.5740025043487549
505.0,0.42620018124580383,0.78125,1.8987741470336914
506.0,0.25322410464286804,0.90625,1.9175775051116943
507.0,0.44696784019470215,0.78125,1.7480685710906982
508.0,0.3875168561935425,0.875,1.852052927017212
509.0,0.3627893030643463,0.90625,2.213405132293701
510.0,0.29928722977638245,0.9375,2.2225069999694824
511.0,0.47128841280937195,0.8125,2.0134947299957275
512.0,0.8145458102226257,0.53125,2.390489101409912
513.0,0.5876346826553345,0.71875,2.0709900856018066
514.0,0.280845046043396,0.875,1.7772728204727173
515.0,0.30390000343322754,0.875,1.6896545886993408
516.0,0.41136041283607483,0.875,1.7468183040618896
517.0,0.3313199579715729,0.9375,1.7669397592544556
518.0,0.34397393465042114,0.875,1.8211820125579834
519.0,0.49182459712028503,0.8125,1.3375271558761597
520.0,0.5771682262420654,0.6875,1.4144580364227295
521.0,0.45992395281791687,0.90625,1.4580183029174805
522.0,0.49522465467453003,0.78125,1.7854381799697876
523.0,0.42225542664527893,0.8125,1.4932259321212769
524.0,0.6327023506164551,0.65625,1.1441396474838257
525.0,0.4631466269493103,0.8125,1.1693782806396484
526.0,0.4329551160335541,0.75,1.7167136669158936
527.0,0.4359712302684784,0.78125,1.445150375366211
